"Year","Report<BR>State","Plant Name","Owner Company","Operator Company","County Name","Zipcode","Plant Capacity","Plant Flow","BTU Content","Dry Gas Storage Capacity","NG Liquid Storage Capacity"
"2017","AL","Atmore Plant","GAS PROCESSORS INC","GAS PROCESSORS INC","Escambia","39502","9","9","1275","","2857"
"2017","AL","Big Escambia Creek Gas Processing Plant","Escambia Operating Company, LLC","Vanguard Natural Resources Inc.","Escambia","36502","50","29","900","","34000"
"2017","AL","Castleberry Plant","GAS PROCESSORS INC","GAS PROCESSORS INC","CONECUH","36432","9","9","1275","","2857"
"2017","AL","Chatom Plant","","American Midstream Chatom, LLC","Washington","36518","12","7","1200","","6190"
"2017","AL","Lufkin Plant","","Hilcorp Energy Co.","Monroe","36445","3","1","1100","","952"
"2017","AL","Mobile Bay","DCP Operating Company, LP","DCP Operating Company, LP","Mobile","36523","300","60","1090","","70000"
"2017","AL","Monroeville Plant","Palmer Petroleum Inc","Palmer Petroleum Inc","Monroe","36460","2","0","1300","","2142"
"2017","AL","Monroeville Plant","Palmer Petroleum Inc","Palmer Petroleum Inc","Monroe","36460","2","0","1300","","2142"
"2017","AL","North Beach Plant","Plains Gas Solutions, LLC","","Conecuha","36401","10","","","","2000"
"2017","AL","Wildfork Plant","GAS PROCESSORS INC","GAS PROCESSORS INC","Monroe","36445","9","9","1275","","2857"
"2017","AL","Williams Mobile Bay Processing Plant","The Williams Companies, Inc.","The Williams Companies, Inc.","Mobile","36523","690","350","1135","",""
"2017","AL","Yellowhammer Gas Plant","W&T Offshore, Inc.","W&T Offshore, Inc.","Mobile","36523","200","60","1110","","7142"
"2017","AR","Dorcheat Gas Processing Plant","Bonanza Creek Energy, Inc.","Bonanza Creek Energy, Inc.","Columbia","71753","12","11","1188","","3857"
"2017","Al","Hatter`s Pond","","Hilcorp Energy Co.","Mobile","36525","70","8","1295","","15000"
"2017","CA","Belridge Gas Plant","Seneca Resources Corporation","Seneca Resources Corporation","Kern","93251","14","8","1148","","8346"
"2017","CA","CRESTWOOD","CRESTWOOD MIDSTREAM PARTNERS","CRESTWOOD WEST COAST","KERN","93276","24","1","1271","","373"
"2017","CA","California-San Joaquin Basin Onshore CA10","California Resources Corporation","Elk Hills Power LLC","Kern","93276","225","215","1220","","110000"
"2017","CA","Greeley Gas Plant","Crimson Resource Management Corp","Crimson Resource Management Corp","Kern","93309","0.7","0.45","1200","0","238"
"2017","CA","Harbor City","","Brea Canon Oil Co., Inc.","Los Angeles","90710-1400","","","","",""
"2017","CA","Lompoc Oil & Gas Plant","Freeport-McMoRan Oil & Gas - 100%","Freeport-McMoRan Oil & Gas","Santa Barbara","93436","15","3","1176","","2140"
"2017","CA","McKittrick 17Z Plant","Chevron","Chevron","Kern","93251","80","24","1140","","5714"
"2017","CA","Santa Clara Valley Gas Plant","VINTAGE PIPELINE, INC.","VINTAGE PIPELINE, INC.","Ventura","93040","17","10","1250","","2610"
"2017","CA","Signal Hill West Unit Gas Plant","Signal Hill Petroleum, Inc.","Signal Hill Petroleum, Inc.","Los Angelese","90755","4","1","1476","","952"
"2017","CA","VENTURA GAS PLANT 7","AERA ENERGY LLC","AERA ENERGY LLC","VENTURA","93001","12","8","1168","","1400"
"2017","CO","Big Hole Plant","Wolverine Resources LLC","Wolverine Resources LLC","Moffat","81625","305","","","",""
"2017","CO","Buck Peak","Peakview  Oil","Custom Energy Construction, Inc.","Moffat","81625","","","","","4619"
"2017","CO","Centennial Gas Plant","Sterling Energy Investments, LLC","Sterling Energy Investments, LLC","Weld","80611","20","11","1393","","5714"
"2017","CO","Cutthroat B","QEP Energy Co","QEP Energy Co","Montezuma","81331","0.84","0.07","1256","0","1429"
"2017","CO","Dragon Trail Gas Processing Facility","Utah Gas Op Ltd","Utah Gas Corp","Rio Blanco","81648","60","55","","","6400"
"2017","CO","Eaton Plant","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80631","11","10","1175","","1140"
"2017","CO","Ft. Lupton Plant","Kerr McGee Gathering LLC","Kerr McGee Gathering LLC","Weld","80621-9421","160","148","1311","","7850"
"2017","CO","GILCREST PLANT","AKA ENERGY","AKA ENERGY GROUP","WELD","80651","23","22","1257","","1857"
"2017","CO","Greeley Plant","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80620","27","25","1175","","17150"
"2017","CO","Hay Canyon Treatment Facility","Caerus Piceance LLC","","Garfield","81524","20","3","1070","","1428"
"2017","CO","Hereford Ranch Plant","Summit Midstream Partners, LLC","Meadowlark Midstream Company, LLC","Weld","80729","20","13","1250","","329"
"2017","CO","Ignacio Gas Plant","Williams","Williams Midstream Srvcs., LLC","LaPlata","81303","595","407","1099","","38850"
"2017","CO","Keota Gas Plant","Noble Energy","Noble Midstream Services","Weld","80611","30","30","1450","","2857"
"2017","CO","La Veta Gas Plant","Tabula Rasa Energy LLC","Tabula Rasa Energy LLC","Huerfano","81055","20","4","285","","2142"
"2017","CO","Ladder Creek","DCP Operating Company, LP","DCP Operating Company, LP","Cheyenne","80810","55","15","750","","600"
"2017","CO","Lancaster Plant","Western Gas Partners LLC","Anadarko Petroleum","Weld","80621-9421","660","653","1311","","5700"
"2017","CO","Lilli Gas Processing Facility","Noble Energy","Noble Midstream Services","Weld","80742","18","18","1400","","2572"
"2017","CO","Lucerne","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80631","36","36","1175","","3272"
"2017","CO","Lucerne II","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80631","225","225","1175","",""
"2017","CO","Meeker Gas Plant","Enterprise Gas Processing, LLC","Enterprise Gas Processing, LLC","Rio Blanco","81650","1800","955","1080","",""
"2017","CO","Mewbourne","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80651","143","143","1175","","120000"
"2017","CO","Mount Pearl Gas Plant","","Citation Oil & Gas Corp.","Cheyenne","80825","1","1","1227","","1429"
"2017","CO","O`Connor","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80644","155","153","1300","","2300"
"2017","CO","Parachute Creek Gas Plants","Williams","Williams","Garfield","81635","1000","545","1073","","16000"
"2017","CO","Plateau Creek Plant","Caerus Piceance LLC","","Mesa","81643","1","1","1075","","300"
"2017","CO","Platte Valley Gas Plant","Western Gas Partners, LP","Western Gas Partners, LP","Weld","80621","105","100","1283","","15000"
"2017","CO","Platteville","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80651","70","60","1270","","3600"
"2017","CO","Premier DeBeque","Red Rock Gathernig Company, LLC","Red Rock Gathering Company, LLC","Mesa County","81505","28","20","1047","","1429"
"2017","CO","REDTAIL GAS PLANT","WHITING OIL AND GAS CORPORATION","WHITING OIL AND GAS CORPORATION","WELD","80742","70","17","1320","","7620"
"2017","CO","Rifle Gas Plant-Rifle Creek","Xcel Energy","Xcel Energy","Garfield","81650","50","25","1070","","2857"
"2017","CO","Roggen","DCP Operating Company, LP","DCP Operating Company, LP","Weld","80652","75","65","1300","","5950"
